Company,TypeName,Ram,OpSys,Weight,Price_euros,Touchscreen,Ips,ppi,Cpu_brand,HDD,SSD,Gpu_brand
Lenovo,Notebook,8,Windows 10,0.9820784724121582,2090.0,0,0,4.950262293702735,Intel Core i7,0,256,Nvidia
Asus,Notebook,4,Windows 10,0.6931471805599453,304.0,0,0,4.609706579589369,Other Intel Processor,500,0,Intel
Acer,Notebook,4,Windows 10,0.7884573603642703,469.0,0,0,4.609706579589369,Intel Core i3,500,0,Nvidia
Dell,Notebook,8,Windows 10,0.7030975114131134,759.0,0,0,4.950262293702735,Intel Core i5,2000,0,AMD
HP,Gaming,12,Windows 10,1.3297240096314962,1699.0,0,1,4.846826706454493,Intel Core i7,1000,0,Nvidia
Lenovo,Ultrabook,12,Windows 10,0.3364722366212129,1858.0,0,1,5.346157950794749,Intel Core i7,0,256,Intel
HP,2 in 1 Convertible,8,Windows 10,0.25464221837358075,1999.0,1,1,5.802916353290464,Intel Core i7,0,512,Intel
HP,Notebook,8,Windows 10,0.6418538861723947,1154.0,0,0,4.950262293702735,Intel Core i5,500,0,AMD
Dell,Ultrabook,8,Windows 10,0.35065687161316933,1841.85,1,0,5.109769172730519,Intel Core i5,0,256,Intel
Asus,Notebook,12,Windows 10,0.7227059828014898,1299.0,0,1,5.643409474262681,Intel Core i7,1000,128,Intel
Dell,Notebook,8,Windows 10,0.5822156198526637,740.0,0,0,4.717920164229602,Intel Core i3,0,128,Intel
Dell,Workstation,8,Windows 10,0.5766133643039938,2408.0,0,0,4.950262293702735,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,8,Windows 10,0.5306282510621704,1364.0,0,0,5.058475878342969,Intel Core i5,0,180,Intel
Dell,Notebook,8,Windows 10,0.7884573603642703,675.0,0,0,4.950262293702735,Intel Core i5,1000,0,AMD
Toshiba,Notebook,8,Windows 10,0.04879016416943205,1672.0,0,1,5.109769172730519,Intel Core i5,0,256,Intel
Dell,Notebook,8,Windows 10,0.7701082216960737,1262.0,0,1,4.950262293702735,Intel Core i7,0,512,Nvidia
Dell,Notebook,4,Windows 10,0.7793248768009977,586.6,0,0,4.609706579589369,Intel Core i3,1000,0,Intel
HP,Notebook,4,Windows 10,0.3987761199573678,726.0,0,1,5.109769172730519,Intel Core i5,0,128,Intel
Lenovo,Notebook,4,Windows 10,0.8329091229351039,565.0,0,0,4.609706579589369,Intel Core i3,0,128,Intel
Lenovo,Notebook,8,Windows 10,0.5596157879354227,1049.0,0,1,5.058475878342969,Intel Core i5,0,256,Intel
Dell,Workstation,16,Windows 10,0.7747271675523681,2338.0,0,1,4.950262293702735,Intel Core i7,0,512,Nvidia
Dell,Notebook,16,Windows 10,0.7227059828014898,1899.0,0,0,4.950262293702735,Intel Core i7,0,512,Nvidia
Lenovo,Ultrabook,16,Windows 10,0.3074846997479607,1798.0,0,1,5.171804563649971,Intel Core i7,0,512,Intel
Asus,Ultrabook,16,Windows 10,-0.09431067947124129,1950.0,0,0,5.171804563649971,Intel Core i7,0,512,Intel
Lenovo,Notebook,8,Windows 10,0.8329091229351039,1011.99,0,1,4.950262293702735,Intel Core i5,0,256,Nvidia
Toshiba,Ultrabook,32,Windows 10,0.04879016416943205,2799.0,1,0,5.109769172730519,Intel Core i7,0,512,Intel
Asus,Gaming,8,Windows 10,0.688134638736401,1350.0,0,0,4.950262293702735,Intel Core i7,1000,128,Nvidia
Acer,Notebook,8,Windows 10,0.7884573603642703,579.0,0,0,4.609706579589369,AMD Processor,1000,0,AMD
Asus,Gaming,24,Windows 10,1.4655675420143985,1269.0,1,1,4.846826706454493,Intel Core i7,1000,256,Nvidia
Lenovo,Ultrabook,8,Windows 10,0.26236426446749106,1099.0,0,1,4.831248849536605,Intel Core i5,0,180,Intel
Lenovo,Notebook,8,Windows 10,0.7747271675523681,898.9,0,0,4.950262293702735,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows 10,0.3920420877760237,1749.0,0,0,5.058475878342969,Intel Core i7,0,1000,Intel
Lenovo,Notebook,8,Windows 10,0.3364722366212129,949.0,0,1,5.109769172730519,Intel Core i3,0,256,Intel
Lenovo,Notebook,8,Windows 10,0.8329091229351039,911.0,0,1,4.950262293702735,Intel Core i5,0,256,Intel
Asus,Netbook,4,Windows 10 S,0.1823215567939546,340.0,0,0,4.905972395732541,Other Intel Processor,0,0,Intel
HP,Notebook,8,Windows 10,0.6471032420585384,618.99,0,0,4.609706579589369,Intel Core i5,0,256,AMD
Lenovo,2 in 1 Convertible,8,Windows 10,0.3364722366212129,1599.0,1,1,5.065644367821581,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows 10,0.7419373447293773,299.0,0,0,4.717920164229602,Other Intel Processor,500,0,Intel
Lenovo,Netbook,4,Chrome OS,0.22314355131420976,265.0,0,0,4.905972395732541,Other Intel Processor,0,16,Intel
Lenovo,Notebook,8,Windows 10,0.36464311358790924,949.0,0,0,5.109769172730519,Intel Core i5,0,256,Intel
Asus,Notebook,8,Windows 10,0.6931471805599453,1224.0,0,0,4.950262293702735,Intel Core i7,1000,256,Intel
Acer,Notebook,4,Windows 10,0.7884573603642703,613.0,0,1,4.950262293702735,Intel Core i5,1000,0,Nvidia
HP,Ultrabook,8,Windows 10,0.29266961396282004,1323.0,0,1,5.109769172730519,Intel Core i7,0,512,Intel
Lenovo,Gaming,8,No OS,0.8754687373538999,1149.0,0,1,4.950262293702735,Intel Core i7,1000,256,Nvidia
Dell,Ultrabook,8,Windows 10,0.25464221837358075,899.0,1,1,5.109769172730519,Intel Core i5,0,128,Intel
Acer,Notebook,4,Windows 10,0.7884573603642703,639.0,0,0,4.950262293702735,Intel Core i7,500,0,Nvidia
Dell,Notebook,8,Windows 10,0.7793248768009977,836.0,0,0,4.950262293702735,Intel Core i5,1000,0,Intel
Dell,Notebook,16,Windows 10,0.7884573603642703,1219.24,0,0,4.950262293702735,Intel Core i7,2000,256,AMD
Asus,Netbook,2,Windows 10,0.09531017980432493,245.0,0,0,4.905972395732541,Other Intel Processor,0,0,Intel
HP,Notebook,4,Windows 10,0.712949807856125,521.47,1,0,4.609706579589369,Intel Core i5,1000,0,Intel
Asus,Gaming,24,Windows 10,0.8064758658669485,2968.0,0,0,4.950262293702735,Intel Core i7,0,512,Nvidia
HP,Notebook,8,Windows 10,0.712949807856125,889.0,0,0,4.950262293702735,Intel Core i5,0,256,Nvidia
Asus,Gaming,16,Windows 10,1.0986122886681098,1504.0,0,0,4.846826706454493,Intel Core i7,1000,256,Nvidia
Lenovo,Gaming,8,Windows 10,1.1631508098056809,1399.0,0,1,4.950262293702735,Intel Core i7,1000,256,Nvidia
HP,Ultrabook,8,Windows 10,0.27763173659827955,1399.0,0,1,5.109769172730519,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows 10,0.494696241836107,1279.73,0,0,5.058475878342969,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows 10,0.4885800148186709,689.0,0,0,4.609706579589369,Intel Core i3,0,128,Intel
Dell,Notebook,8,Linux,1.0296194171811581,889.0,0,1,4.846826706454493,Intel Core i5,1000,128,AMD
Lenovo,Notebook,8,Windows 7,0.7030975114131134,1340.0,0,0,5.058475878342969,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows 10,0.7884573603642703,799.0,0,0,4.950262293702735,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,8,No OS,0.7884573603642703,459.0,0,0,4.609706579589369,Intel Core i3,2000,0,Nvidia
Dell,Notebook,4,Windows 10,0.8329091229351039,585.0,0,0,4.950262293702735,Intel Core i5,500,0,AMD
Dell,Notebook,8,Windows 10,0.6418538861723947,1377.0,0,0,4.950262293702735,Intel Core i5,0,256,Intel
Dell,Gaming,16,Windows 10,1.4861396960896067,3012.77,0,1,4.846826706454493,Intel Core i7,1000,128,Nvidia
Toshiba,Notebook,8,Windows 10,0.6931471805599453,860.0,0,1,4.950262293702735,Intel Core i5,500,0,Intel
Asus,Notebook,8,Windows 10,0.6931471805599453,1299.0,0,1,5.643409474262681,Intel Core i7,1000,256,Nvidia
Mediacom,Notebook,4,Windows 10,0.1823215567939546,369.0,0,1,5.109769172730519,Other Intel Processor,0,32,Intel
Asus,Gaming,8,Windows 10,0.8329091229351039,1649.0,0,1,4.950262293702735,Intel Core i5,1000,128,Nvidia
Dell,Notebook,8,Windows 10,0.6575200029167941,1369.0,0,0,4.950262293702735,Intel Core i7,0,256,Nvidia
Dell,Notebook,8,Windows 10,0.7884573603642703,797.41,0,0,4.950262293702735,Intel Core i5,0,256,AMD
HP,Notebook,4,Windows 10,0.62057648772511,398.99,0,0,4.950262293702735,Other Intel Processor,0,256,Intel
HP,Gaming,12,Windows 10,0.9631743177730056,1799.0,0,0,4.846826706454493,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,8,Windows 10,0.6259384308664954,859.0,0,1,5.058475878342969,Intel Core i7,0,256,Nvidia
Dell,Ultrabook,8,Windows 10,0.1823215567939546,1399.0,1,0,5.620594796496509,Intel Core i7,0,256,Intel
Dell,Notebook,4,Windows 10,0.47000362924573563,735.87,0,0,5.058475878342969,Intel Core i3,0,128,Intel
HP,Ultrabook,8,Windows 10,0.29266961396282004,1145.0,0,1,5.620594796496509,Intel Core i7,0,256,Intel
Acer,Gaming,8,Linux,0.8754687373538999,798.0,0,0,4.950262293702735,Intel Core i5,1000,0,Nvidia
Asus,Notebook,4,Windows 10,0.6931471805599453,349.0,0,0,4.609706579589369,AMD Processor,500,0,AMD
HP,Notebook,4,Windows 10,0.7419373447293773,705.5,0,0,4.950262293702735,Intel Core i3,0,128,Intel
Lenovo,Notebook,4,Windows 10,0.6259384308664954,785.0,0,0,5.058475878342969,Intel Core i5,500,0,Intel
Lenovo,Notebook,4,No OS,0.7654678421395714,462.35,0,0,4.950262293702735,Intel Core i5,1000,0,Intel
HP,Notebook,4,Windows 10,0.62057648772511,397.0,0,0,4.950262293702735,Intel Core i3,500,0,Intel
Lenovo,Notebook,8,Windows 10,0.688134638736401,1729.0,0,1,4.950262293702735,Intel Core i7,0,512,Intel
Lenovo,Notebook,4,Windows 10,0.7884573603642703,499.0,0,0,4.950262293702735,Intel Core i3,0,128,Intel
Dell,Notebook,8,Windows 10,0.6418538861723947,1116.99,0,0,4.950262293702735,Intel Core i5,0,256,Intel
Dell,Gaming,16,Windows 10,1.4861396960896067,2699.0,0,1,4.846826706454493,Intel Core i7,1000,256,Nvidia
HP,Notebook,8,Windows 10,0.9745596399981308,544.15,0,0,4.664505149660539,Intel Core i3,1000,0,Intel
HP,Notebook,8,Windows 10,0.9669838461896731,1280.0,0,0,4.846826706454493,Intel Core i7,1000,0,Nvidia
Asus,Notebook,4,Linux,0.6931471805599453,224.0,0,0,4.609706579589369,Other Intel Processor,500,0,Intel
Mediacom,Notebook,4,Windows 10,0.30010459245033816,255.0,0,1,5.109769172730519,Other Intel Processor,0,0,Intel
Lenovo,Notebook,6,Windows 10,1.0296194171811581,949.0,0,0,4.664505149660539,Intel Core i7,1000,128,Nvidia
HP,Notebook,6,Windows 10,0.6471032420585384,568.9,0,1,4.950262293702735,AMD Processor,0,128,AMD
Dell,Notebook,4,Windows 10,0.7793248768009977,617.9,0,0,4.609706579589369,Intel Core i3,1000,0,AMD
Acer,2 in 1 Convertible,4,Windows 10,0.22314355131420976,349.0,1,1,5.246528109845908,Other Intel Processor,0,0,Intel
Lenovo,Notebook,4,Windows 10,0.7178397931503168,630.0,0,0,4.950262293702735,Intel Core i3,0,128,Intel
HP,Ultrabook,16,Windows 10,0.14842000511827322,1965.0,1,1,5.620594796496509,Other Intel Processor,0,512,Intel
Lenovo,Notebook,8,Windows 10,1.2237754316221157,2999.0,0,1,4.846826706454493,Intel Core i7,0,256,Nvidia
Asus,Notebook,8,Windows 10,0.9162907318741551,839.0,0,0,4.950262293702735,Intel Core i5,1000,128,Nvidia
Dell,Ultrabook,8,Windows 10,0.1906203596086497,1599.0,1,1,5.802916353290464,Intel Core i5,0,128,Intel
Dell,Notebook,4,Windows 10,0.6575200029167941,959.0,0,0,4.609706579589369,Intel Core i5,500,0,Intel
Lenovo,Notebook,4,Windows 10,0.7884573603642703,344.0,0,0,4.950262293702735,Other Intel Processor,500,0,Intel
Lenovo,Notebook,4,Windows 10,0.7030975114131134,990.0,0,0,4.717920164229602,Intel Core i5,500,0,Intel
HP,Workstation,8,Windows 10,1.144222799920162,1860.99,0,0,4.664505149660539,Intel Core i5,500,0,Nvidia
HP,Notebook,8,Windows 10,0.6626879730752367,389.0,0,0,4.717920164229602,Other Intel Processor,2000,0,Intel
HP,Notebook,6,Windows 10,0.6678293725756554,649.0,0,1,4.950262293702735,AMD Processor,0,256,AMD
Lenovo,Notebook,8,Windows 10,0.8329091229351039,830.0,0,0,4.950262293702735,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows 10,0.7178397931503168,685.0,0,0,4.950262293702735,Intel Core i5,500,0,Intel
Mediacom,Notebook,4,Windows 10,0.3364722366212129,249.0,0,0,5.058475878342969,Other Intel Processor,0,32,Intel
Toshiba,Ultrabook,16,Windows 10,0.2151113796169455,1865.0,1,0,5.058475878342969,Intel Core i7,0,512,Intel
Lenovo,Gaming,32,Windows 10,1.5260563034950492,2663.0,0,1,4.846826706454493,Intel Core i7,1000,256,Nvidia
MSI,Gaming,16,Windows 10,1.4206957878372228,2729.0,0,0,4.846826706454493,Intel Core i7,1000,512,Nvidia
Dell,Notebook,8,Linux,0.7884573603642703,749.01,0,0,4.950262293702735,Intel Core i7,0,256,AMD
Mediacom,Notebook,4,Windows 10,0.371563556432483,389.0,0,1,5.058475878342969,Other Intel Processor,0,32,Intel
Dell,Notebook,8,Windows 10,0.6418538861723947,1008.52,0,0,4.609706579589369,Intel Core i5,500,0,Intel
HP,Notebook,4,Windows 10,0.3987761199573678,719.0,0,0,5.109769172730519,Intel Core i3,0,128,Intel
Dell,Notebook,16,Windows 10,0.6575200029167941,1537.39,0,0,4.950262293702735,Intel Core i7,0,256,Nvidia
Dell,Netbook,4,Chrome OS,0.23111172096338664,295.0,0,0,4.905972395732541,Other Intel Processor,0,0,Intel
MSI,Gaming,16,Windows 10,1.5040773967762742,2349.0,0,0,4.846826706454493,Intel Core i7,1000,128,Nvidia
HP,Gaming,16,Windows 10,1.3297240096314962,1498.0,0,1,4.846826706454493,Intel Core i7,1000,256,Nvidia
Lenovo,Ultrabook,12,Windows 10,0.3364722366212129,1673.0,0,1,5.058475878342969,Intel Core i7,0,256,Intel
Lenovo,Notebook,12,Windows 10,0.7884573603642703,609.0,1,0,4.609706579589369,Intel Core i7,1000,0,Intel
Asus,Gaming,8,Windows 10,1.0043016091968684,1770.0,0,1,4.846826706454493,Intel Core i5,1000,128,Nvidia
Asus,2 in 1 Convertible,8,Windows 10,0.7884573603642703,739.0,1,0,4.609706579589369,Intel Core i5,1000,0,Intel
Lenovo,Notebook,12,Windows 10,0.7884573603642703,949.0,0,0,4.950262293702735,AMD Processor,0,512,AMD
Dell,2 in 1 Convertible,4,Windows 10,0.3293037471426003,603.0,1,0,4.905972395732541,Other Intel Processor,0,128,Intel
Samsung,Notebook,16,Windows 10,0.9162907318741551,1699.0,0,0,4.950262293702735,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,4,No OS,1.0296194171811581,529.0,0,0,4.846826706454493,Intel Core i3,500,0,Intel
Lenovo,Notebook,8,Windows 10,0.8285518175661483,459.0,0,0,4.609706579589369,Intel Core i3,1000,0,Intel
Lenovo,2 in 1 Convertible,8,Windows 10,0.3148107398400336,2025.0,1,1,5.109769172730519,Intel Core i7,0,512,Intel
Lenovo,Notebook,8,Windows 10,0.5306282510621704,1474.0,0,1,5.058475878342969,Intel Core i5,0,256,Intel
Dell,2 in 1 Convertible,8,Windows 10,0.29266961396282004,1670.0,1,0,5.171804563649971,Intel Core i5,0,256,Intel
Dell,Workstation,8,Windows 10,0.7227059828014898,1763.0,1,0,4.950262293702735,Intel Core i7,0,256,Nvidia
HP,Notebook,8,Windows 10,0.6097655716208943,1219.0,0,0,4.950262293702735,Intel Core i7,0,256,Intel
HP,Notebook,4,Windows 10,0.7419373447293773,668.48,0,0,4.609706579589369,Intel Core i3,500,0,Intel
Acer,Notebook,4,Windows 10,0.47000362924573563,329.0,0,0,5.058475878342969,Other Intel Processor,0,0,Intel
MSI,Gaming,16,Windows 10,1.4206957878372228,2199.0,0,0,4.846826706454493,Intel Core i7,1000,128,Nvidia
Dell,Notebook,4,Linux,0.7793248768009977,465.0,0,0,4.609706579589369,Intel Core i3,1000,0,AMD
MSI,Gaming,16,Windows 10,0.5877866649021191,2299.0,0,0,5.643409474262681,Intel Core i7,2000,256,Nvidia
Toshiba,Notebook,8,Windows 10,0.7884573603642703,1399.0,0,1,4.950262293702735,Intel Core i7,0,256,Intel
Lenovo,Notebook,6,Windows 10,0.8754687373538999,564.0,0,0,4.950262293702735,Intel Core i5,1000,0,Intel
Lenovo,2 in 1 Convertible,8,Windows 10,0.6931471805599453,1299.0,1,1,4.950262293702735,Intel Core i7,0,256,Intel
Acer,Notebook,4,Windows 10,0.47000362924573563,349.0,0,0,4.717920164229602,Other Intel Processor,0,0,Intel
Lenovo,Notebook,32,Windows 10,0.9162907318741551,4899.0,0,1,5.643409474262681,Other Intel Processor,0,1000,Nvidia
Dell,Gaming,16,Windows 10,0.9516578757114463,879.01,0,0,4.950262293702735,Intel Core i7,1000,0,Nvidia
Dell,Notebook,4,Linux,0.7793248768009977,443.9,0,0,4.609706579589369,Intel Core i3,1000,0,Intel
Dell,Notebook,4,Linux,0.8109302162163288,359.0,0,0,4.609706579589369,Intel Core i3,1000,0,Intel
Dell,Notebook,4,Linux,0.6575200029167941,869.0,0,0,4.609706579589369,Intel Core i5,500,0,Intel
Asus,Gaming,8,Windows 10,1.0986122886681098,1168.0,0,0,4.846826706454493,Intel Core i7,1000,128,Nvidia
Dell,Notebook,4,Linux,0.7793248768009977,569.0,0,0,4.950262293702735,Intel Core i5,0,128,AMD
HP,Ultrabook,8,Windows 10,0.6097655716208943,1389.0,0,0,4.950262293702735,Intel Core i7,0,512,Intel
MSI,Gaming,16,Windows 10,1.0784095813505903,2267.86,0,0,4.950262293702735,Intel Core i7,1000,256,Nvidia
Acer,2 in 1 Convertible,4,Chrome OS,0.22314355131420976,379.0,1,1,4.905972395732541,Other Intel Processor,0,0,Intel
HP,Notebook,8,Windows 10,0.8372475245337022,1124.0,0,0,4.717920164229602,Intel Core i5,0,256,Intel
Lenovo,Notebook,8,Windows 7,0.5007752879124892,1465.0,0,0,5.058475878342969,Intel Core i5,0,256,Intel
Dell,Notebook,4,Windows 10,0.7884573603642703,776.0,0,0,4.950262293702735,Intel Core i5,1000,0,AMD
HP,Notebook,4,Windows 7,0.6312717768418578,932.0,0,0,4.609706579589369,Intel Core i5,500,0,Intel
Lenovo,Notebook,8,Windows 10,0.7884573603642703,899.0,0,0,4.950262293702735,Intel Core i7,1000,0,Nvidia
Mediacom,Notebook,2,Windows 10,0.3364722366212129,239.0,0,0,5.058475878342969,Other Intel Processor,0,0,Intel
Lenovo,Notebook,4,No OS,0.7884573603642703,468.0,0,0,4.950262293702735,Intel Core i5,0,128,Intel
Asus,2 in 1 Convertible,6,Windows 10,0.4054651081081644,639.01,1,0,5.109769172730519,Intel Core i5,1000,0,Intel
Dell,Notebook,8,Windows 10,0.6931471805599453,1820.0,0,0,4.950262293702735,Intel Core i7,0,256,Nvidia
Asus,Ultrabook,16,Windows 10,0.09531017980432493,1900.0,0,0,5.058475878342969,Intel Core i7,0,512,Intel
Dell,Gaming,16,Windows 10,0.9631743177730056,1479.0,0,0,4.950262293702735,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,4,Windows 10,0.5877866649021191,829.0,0,0,4.950262293702735,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows 10,0.7884573603642703,579.0,0,0,4.950262293702735,Intel Core i3,1000,0,Nvidia
Asus,Notebook,8,Windows 10,0.6931471805599453,399.0,0,0,4.609706579589369,Other Intel Processor,1000,0,Intel
Asus,Notebook,8,Windows 10,0.688134638736401,906.62,0,0,4.950262293702735,Intel Core i5,1000,0,Nvidia
Dell,Ultrabook,8,Windows 10,0.20701416938432612,1869.0,1,0,5.620594796496509,Intel Core i5,0,256,Intel
Lenovo,Notebook,2,Windows 10,0.35065687161316933,249.0,0,0,4.717920164229602,Other Intel Processor,0,0,Intel
Lenovo,2 in 1 Convertible,8,Windows 10,0.3148107398400336,1757.42,1,1,5.109769172730519,Intel Core i7,0,256,Intel
Dell,Notebook,16,Windows 10,0.7227059828014898,2399.0,1,0,5.643409474262681,Intel Core i7,0,1000,Nvidia
Lenovo,Gaming,8,Windows 10,0.9162907318741551,1109.0,0,1,4.950262293702735,Intel Core i7,1000,128,Nvidia
HP,Notebook,8,Windows 10,0.9555114450274363,520.9,0,0,4.681998307108056,AMD Processor,1000,0,AMD
Lenovo,Ultrabook,16,Windows 10,0.131028262406404,2450.0,0,1,5.058475878342969,Intel Core i7,0,512,Intel
Asus,Gaming,8,No OS,0.9162907318741551,1169.0,0,1,4.950262293702735,Intel Core i7,1000,0,Nvidia
Acer,Notebook,4,Windows 10,0.8754687373538999,450.0,0,0,4.609706579589369,Intel Core i3,500,0,Intel
Lenovo,Notebook,4,Windows 10,0.3576744442718159,274.0,0,0,4.717920164229602,Other Intel Processor,0,0,Intel
Acer,Ultrabook,8,Windows 10,0.5877866649021191,919.0,0,1,5.058475878342969,Intel Core i5,0,256,Intel
Razer,Gaming,16,Windows 10,0.6678293725756554,2599.0,0,0,5.058475878342969,Intel Core i7,0,256,Nvidia
Toshiba,Notebook,8,Windows 10,0.1823215567939546,1213.0,0,0,5.109769172730519,Intel Core i5,0,256,Intel
Lenovo,Ultrabook,8,Windows 10,0.3074846997479607,1584.0,0,1,5.171804563649971,Intel Core i7,0,256,Intel
Asus,Gaming,32,Windows 10,1.33500106673234,2799.0,0,1,4.846826706454493,Intel Core i7,0,512,Nvidia
Acer,Gaming,8,Linux,0.8754687373538999,709.0,0,0,4.950262293702735,Intel Core i5,1000,0,Nvidia
Dell,Ultrabook,8,Windows 10,0.1823215567939546,1449.9,0,0,5.109769172730519,Intel Core i5,0,256,Intel
MSI,Gaming,8,Windows 10,0.7884573603642703,1191.8,0,0,4.950262293702735,Intel Core i7,1000,128,Nvidia
HP,Notebook,4,No OS,0.62057648772511,364.9,0,0,4.609706579589369,Intel Core i3,500,0,Intel
Toshiba,Notebook,8,Windows 10,0.6931471805599453,1064.0,0,1,4.950262293702735,Intel Core i5,500,0,Intel
Dell,Notebook,8,Windows 10,0.7884573603642703,919.0,0,0,4.950262293702735,Intel Core i7,0,256,AMD
Dell,Notebook,16,Windows 10,0.7884573603642703,1135.0,0,0,4.950262293702735,Intel Core i7,2000,256,AMD
Lenovo,Gaming,8,Windows 10,1.1969481893889715,1196.0,0,1,4.950262293702735,Intel Core i7,1000,128,Nvidia
Dell,Gaming,32,Windows 10,1.4861396960896067,3147.37,0,1,5.539973887014439,Intel Core i7,1000,512,Nvidia
Dell,Notebook,8,Windows 10,0.44468582126144574,1229.0,0,0,5.058475878342969,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows 10,0.7884573603642703,419.0,0,0,4.609706579589369,Other Intel Processor,500,0,Intel
Lenovo,Notebook,4,Windows 10,0.7884573603642703,535.0,0,0,4.950262293702735,Intel Core i5,500,0,Intel
HP,Notebook,6,Windows 10,0.712949807856125,539.0,0,0,4.950262293702735,Intel Core i3,1000,0,AMD
MSI,Gaming,8,Windows 10,0.9932517730102834,1486.77,0,0,4.846826706454493,Intel Core i7,1000,128,Nvidia
Toshiba,Notebook,4,Windows 10,0.7419373447293773,498.0,0,0,4.609706579589369,Intel Core i3,0,128,Intel
Dell,Notebook,8,Windows 10,0.7227059828014898,955.0,0,0,4.950262293702735,Intel Core i5,1000,0,Intel
HP,Notebook,8,Windows 10,0.7419373447293773,745.0,0,0,4.950262293702735,Intel Core i7,1000,0,AMD
Toshiba,Notebook,8,Windows 10,0.6931471805599453,1258.0,0,1,4.950262293702735,Intel Core i5,0,256,Intel
Acer,Notebook,4,Linux,0.7419373447293773,412.0,0,0,4.609706579589369,Intel Core i3,0,128,Intel
Microsoft,Ultrabook,8,Windows 10 S,0.22474227267790678,1867.85,1,0,5.302521317236224,Intel Core i7,0,256,Intel
Lenovo,Notebook,8,Windows 10,0.6418538861723947,817.95,0,0,4.950262293702735,Intel Core i5,1000,128,AMD
Lenovo,2 in 1 Convertible,8,Windows 10,0.26236426446749106,1034.0,1,1,5.109769172730519,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows 10,0.7884573603642703,349.0,0,0,4.609706579589369,AMD Processor,0,128,AMD
HP,2 in 1 Convertible,4,Windows 10,0.4885800148186709,699.0,1,1,5.058475878342969,Intel Core i3,0,128,Nvidia
MSI,Gaming,16,Windows 10,0.8754687373538999,1294.0,0,0,4.950262293702735,Intel Core i7,1000,256,Nvidia
Asus,Ultrabook,8,Windows 10,0.09531017980432493,1135.0,0,0,5.058475878342969,Intel Core i5,0,256,Intel
HP,2 in 1 Convertible,8,Chrome OS,0.3364722366212129,495.0,1,0,4.905972395732541,Other Intel Processor,0,0,Intel
Acer,Gaming,16,Windows 10,0.9162907318741551,1299.0,0,0,4.950262293702735,Intel Core i5,0,256,Nvidia
MSI,Gaming,8,Windows 10,0.7884573603642703,997.9,0,0,4.950262293702735,Intel Core i5,0,256,Nvidia
Asus,Notebook,4,Windows 10,0.62057648772511,419.0,0,0,4.609706579589369,Other Intel Processor,0,128,Intel
Dell,Gaming,16,Windows 10,1.1662709371419244,2051.0,0,0,4.950262293702735,Intel Core i5,1000,128,Nvidia
HP,Notebook,4,Windows 10,0.9162907318741551,699.0,0,1,4.846826706454493,Intel Core i3,0,256,AMD
Lenovo,2 in 1 Convertible,8,Windows 10,0.17395330712343798,1499.0,1,1,5.109769172730519,Intel Core i7,0,512,Intel
Dell,Gaming,16,Windows 10,1.2499017362143359,2813.75,0,0,4.950262293702735,Intel Core i7,1000,256,Nvidia
HP,Notebook,4,Windows 10,0.62057648772511,612.61,0,0,4.609706579589369,Intel Core i5,500,0,AMD
Dell,Notebook,4,Windows 10,0.7884573603642703,545.67,0,0,4.609706579589369,Intel Core i3,1000,0,AMD
HP,Notebook,6,Windows 10,0.9745596399981308,569.0,0,1,4.846826706454493,AMD Processor,2000,0,AMD
Lenovo,Notebook,4,Windows 10,0.7419373447293773,318.0,0,0,4.609706579589369,Other Intel Processor,500,0,Intel
Acer,Notebook,4,Chrome OS,0.371563556432483,375.0,0,0,4.717920164229602,Other Intel Processor,0,0,Intel
Lenovo,Notebook,4,Windows 10,0.5306282510621704,699.0,0,0,5.058475878342969,Intel Core i5,0,256,Intel
HP,Workstation,8,Windows 10,1.144222799920162,1907.99,0,0,4.846826706454493,Intel Core i7,500,0,Nvidia
Lenovo,2 in 1 Convertible,8,Windows 10,0.35065687161316933,2590.0,1,0,5.346157950794749,Intel Core i7,0,256,Intel
Toshiba,Notebook,8,Windows 10,0.4054651081081644,973.0,0,1,5.109769172730519,Intel Core i5,0,256,Intel
Acer,Netbook,4,Windows 10,0.3364722366212129,269.0,0,0,4.905972395732541,Other Intel Processor,0,0,Intel
Lenovo,2 in 1 Convertible,16,Windows 10,0.3220834991691132,1749.0,1,0,5.058475878342969,Intel Core i7,0,512,Intel
Asus,2 in 1 Convertible,4,Chrome OS,0.1823215567939546,669.0,1,0,5.171804563649971,Other Intel Processor,0,0,Intel
Toshiba,Ultrabook,16,Windows 10,0.3074846997479607,1877.0,1,0,5.109769172730519,Intel Core i7,0,512,Intel
HP,Notebook,4,Windows 10,0.7419373447293773,689.0,0,1,4.950262293702735,Intel Core i7,500,0,AMD
