Company,TypeName,Ram,OpSys,Weight,Price_euros,Touchscreen,Ips,ppi,Cpu_brand,HDD,SSD,Gpu_brand
Dell,Notebook,8,Windows 10,0.47000362924573563,859.0,0,0,5.058475878342969,Intel Core i5,0,256,Intel
Acer,2 in 1 Convertible,8,Windows 10,0.47000362924573563,689.0,1,1,5.109769172730519,Intel Core i5,0,256,Intel
Dell,Notebook,16,Linux,0.8586616190375187,899.0,0,0,4.950262293702735,Intel Core i7,0,256,AMD
Acer,Notebook,4,Linux,0.7419373447293773,390.0,0,0,4.609706579589369,Intel Core i3,1000,0,Intel
Asus,Notebook,4,Windows 10,0.7884573603642703,575.0,0,0,4.950262293702735,AMD Processor,1000,128,AMD
Asus,Gaming,32,Windows 10,1.547562508716013,3890.0,0,0,4.846826706454493,Intel Core i7,1000,512,Nvidia
Acer,Gaming,8,Windows 10,0.9162907318741551,846.0,0,1,4.950262293702735,Intel Core i5,0,256,Nvidia
Lenovo,Notebook,8,Windows 10,0.7884573603642703,589.0,0,0,4.609706579589369,Intel Core i3,0,128,Intel
Asus,Notebook,8,Windows 10,0.7419373447293773,1145.0,0,0,4.846826706454493,Intel Core i7,1000,128,Nvidia
Asus,Notebook,8,No OS,0.9895411936137477,889.0,0,0,4.846826706454493,Intel Core i7,1000,128,Nvidia
Dell,Gaming,8,Windows 10,0.9400072584914712,879.0,0,0,4.950262293702735,Intel Core i5,0,256,Nvidia
Lenovo,2 in 1 Convertible,8,Windows 10,0.3220834991691132,1079.0,1,1,5.065644367821581,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows 10,0.7884573603642703,985.0,0,0,4.950262293702735,Intel Core i7,2000,128,AMD
HP,Notebook,8,Windows 10,0.712949807856125,559.0,1,0,4.609706579589369,Intel Core i5,1000,0,Intel
Asus,Gaming,16,Windows 10,1.2809338454620642,2999.0,0,0,4.846826706454493,Intel Core i7,0,256,Nvidia
HP,Notebook,4,Windows 10,0.3987761199573678,675.0,0,1,5.109769172730519,Intel Core i5,500,0,Intel
Apple,Ultrabook,8,macOS,0.3148107398400336,2040.0,0,1,5.424875145432134,Intel Core i5,0,512,Intel
Dell,2 in 1 Convertible,8,Windows 10,0.7323678937132266,819.0,1,1,4.950262293702735,Intel Core i7,1000,0,Intel
Asus,Gaming,16,Windows 10,1.4586150226995167,1799.0,0,0,4.846826706454493,Intel Core i7,1000,256,Nvidia
Asus,Notebook,4,Windows 10,0.5187937934151675,469.0,0,0,4.609706579589369,AMD Processor,1000,0,AMD
Lenovo,2 in 1 Convertible,8,Windows 10,0.3148107398400336,1849.0,1,1,5.065644367821581,Intel Core i7,0,512,Intel
Acer,Notebook,4,Windows 10,1.0986122886681098,702.0,0,1,4.846826706454493,Intel Core i3,0,256,Nvidia
Dell,Ultrabook,8,Windows 10,0.34358970439007686,949.0,0,0,5.109769172730519,Intel Core i5,0,256,Intel
HP,Notebook,8,Windows 10,0.6471032420585384,445.9,0,0,4.609706579589369,AMD Processor,0,128,AMD
HP,Notebook,16,Windows 10,1.0647107369924282,1059.0,0,1,4.846826706454493,Intel Core i7,1000,0,Nvidia
MSI,Gaming,16,Windows 10,1.4206957878372228,2499.0,0,0,4.846826706454493,Intel Core i7,1000,512,Nvidia
Lenovo,2 in 1 Convertible,8,Windows 10,0.6931471805599453,1699.0,1,1,4.950262293702735,Intel Core i7,0,512,Nvidia
Dell,Notebook,8,Windows 10,1.0296194171811581,1142.0,0,0,4.846826706454493,Intel Core i7,1000,128,AMD
Lenovo,Notebook,4,No OS,0.7884573603642703,444.0,0,0,4.950262293702735,Intel Core i3,0,256,Intel
HP,Notebook,4,Windows 10,0.7419373447293773,722.0,0,1,4.950262293702735,Intel Core i5,500,0,Intel
Dell,Notebook,4,Windows 10,0.7793248768009977,657.0,0,0,4.950262293702735,Intel Core i5,1000,0,Intel
Dell,Notebook,8,Windows 10,0.8064758658669485,565.0,0,0,4.950262293702735,Intel Core i5,1000,0,AMD
Dell,2 in 1 Convertible,8,Windows 10,0.9820784724121582,799.0,1,0,4.950262293702735,Intel Core i5,0,256,Intel
Asus,2 in 1 Convertible,8,Windows 10,0.09531017980432493,1499.0,1,0,5.109769172730519,Intel Core i7,0,1024,Intel
Lenovo,Notebook,4,No OS,0.7884573603642703,467.0,0,0,4.950262293702735,Intel Core i5,1000,0,Intel
HP,Notebook,8,Windows 10,0.9162907318741551,1018.0,0,0,4.846826706454493,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,8,Windows 10,0.7178397931503168,880.0,0,0,4.950262293702735,Intel Core i7,0,256,Intel
Apple,Ultrabook,8,macOS,0.3148107398400336,1958.9,0,1,5.424875145432134,Intel Core i5,0,512,Intel
Asus,Gaming,16,Windows 10,1.1631508098056809,1549.0,0,0,4.846826706454493,AMD Processor,1000,256,AMD
Dell,Notebook,8,Linux,0.7608058290337602,735.07,0,0,4.950262293702735,Intel Core i7,0,256,AMD
Lenovo,2 in 1 Convertible,16,Windows 10,0.3074846997479607,2499.0,1,0,5.346157950794749,Intel Core i7,0,512,Intel
Toshiba,Notebook,8,Windows 10,0.7884573603642703,812.0,0,0,4.609706579589369,Intel Core i7,500,0,Nvidia
Dell,Notebook,12,Windows 10,0.8329091229351039,713.07,0,0,4.609706579589369,Intel Core i7,1000,0,Intel
Dell,Notebook,8,Linux,1.0296194171811581,1099.0,0,0,4.846826706454493,Intel Core i7,1000,128,AMD
Acer,Notebook,8,Windows 10,0.7884573603642703,745.0,0,1,4.950262293702735,Intel Core i7,1000,0,Nvidia
Lenovo,Notebook,4,Windows 10,1.0296194171811581,489.0,0,0,4.664505149660539,Intel Core i3,1000,0,Intel
Lenovo,Notebook,8,No OS,1.0296194171811581,849.0,0,0,4.846826706454493,Intel Core i7,2000,0,Nvidia
Lenovo,Notebook,6,Windows 10,1.0296194171811581,859.0,0,0,4.664505149660539,Intel Core i7,1000,128,Nvidia
Dell,Notebook,4,Linux,0.8109302162163288,428.0,0,0,4.950262293702735,Intel Core i3,1000,0,AMD
Lenovo,Gaming,8,Windows 10,0.9162907318741551,829.0,0,1,4.950262293702735,Intel Core i5,0,256,Nvidia
Lenovo,Notebook,6,Windows 10,0.7884573603642703,579.0,0,0,4.950262293702735,Intel Core i5,0,256,Intel
Acer,Notebook,8,Windows 10,1.0986122886681098,951.0,0,1,4.950262293702735,Intel Core i7,0,256,Nvidia
Acer,Notebook,12,Windows 10,0.7654678421395714,659.0,1,1,4.950262293702735,Intel Core i7,1000,0,Intel
Lenovo,Notebook,8,Windows 10,0.6678293725756554,1097.0,0,1,4.950262293702735,Intel Core i7,0,256,Intel
Asus,Ultrabook,8,Windows 10,0.5306282510621704,977.0,0,0,4.950262293702735,Intel Core i5,0,256,Nvidia
Lenovo,Gaming,16,Windows 10,0.9162907318741551,1179.0,0,1,4.950262293702735,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,8,No OS,0.7884573603642703,659.01,0,0,4.950262293702735,Intel Core i7,1000,0,Nvidia
Acer,Notebook,2,Chrome OS,0.7839015438284094,199.0,0,0,4.609706579589369,Other Intel Processor,0,16,Intel
Asus,Gaming,8,Windows 10,1.0986122886681098,1187.0,0,0,4.846826706454493,Intel Core i7,1000,0,Nvidia
HP,Notebook,8,Windows 10,0.9321640810304452,489.0,0,0,4.664505149660539,Intel Core i3,1000,0,Intel
Dell,Notebook,8,Windows 10,0.6931471805599453,1829.0,0,0,4.950262293702735,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,8,Windows 10,0.7178397931503168,739.0,0,0,4.950262293702735,Intel Core i5,0,256,Intel
Lenovo,Gaming,8,Windows 10,1.1631508098056809,1299.0,0,1,4.950262293702735,Intel Core i7,1000,0,Nvidia
Acer,Notebook,8,Linux,0.9162907318741551,979.0,0,0,4.950262293702735,Intel Core i7,0,256,Nvidia
Dell,Workstation,16,Windows 10,1.2296405510745139,2884.86,0,0,4.846826706454493,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,6,Windows 10,0.8754687373538999,499.0,0,0,4.950262293702735,AMD Processor,1000,0,AMD
Asus,Ultrabook,16,Windows 10,0.4885800148186709,1468.0,0,0,4.950262293702735,Intel Core i7,0,512,Nvidia
Asus,Notebook,4,Windows 10,0.26236426446749106,509.0,0,0,4.717920164229602,Intel Core i3,0,128,Intel
Asus,Gaming,16,Windows 10,1.0647107369924282,2122.0,0,0,4.846826706454493,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,6,Windows 10,1.0296194171811581,649.0,0,0,4.664505149660539,Intel Core i5,1000,0,Nvidia
Lenovo,Notebook,8,No OS,0.7884573603642703,549.0,0,0,4.609706579589369,Intel Core i5,2000,0,Nvidia
Asus,Gaming,8,Windows 10,0.9162907318741551,1265.0,0,0,4.950262293702735,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,4,No OS,0.7884573603642703,359.99,0,0,4.609706579589369,Other Intel Processor,1000,0,Intel
HP,2 in 1 Convertible,16,Windows 10,0.2468600779315258,1975.0,1,0,5.109769172730519,Intel Core i7,0,256,Intel
Toshiba,Notebook,8,Windows 10,0.7884573603642703,1043.0,0,1,4.950262293702735,Intel Core i7,0,256,Nvidia
Lenovo,Notebook,8,Windows 10,0.8329091229351039,819.0,0,0,4.950262293702735,Intel Core i5,1000,128,Nvidia
HP,Notebook,4,Windows 10,0.62057648772511,469.0,0,0,4.950262293702735,Intel Core i3,1000,0,Intel
Lenovo,Notebook,8,Windows 10,0.09531017980432493,999.0,0,1,5.109769172730519,Intel Core i5,0,256,Intel
Dell,Ultrabook,16,Windows 10,0.1906203596086497,2499.0,1,1,5.802916353290464,Intel Core i7,0,1000,Intel
MSI,Gaming,16,Windows 10,1.0296194171811581,2099.0,0,1,4.950262293702735,Intel Core i7,1000,256,Nvidia
Acer,Notebook,8,Windows 10,0.8020015854720274,469.0,0,0,4.950262293702735,AMD Processor,0,256,AMD
Asus,2 in 1 Convertible,2,Windows 10,0.09531017980432493,275.0,1,0,4.905972395732541,Other Intel Processor,0,0,Intel
Dell,Notebook,8,Windows 10,0.8458682675776092,844.0,0,0,4.950262293702735,Intel Core i5,1000,128,AMD
HP,2 in 1 Convertible,16,Windows 10,0.25464221837358075,2449.0,1,1,5.802916353290464,Intel Core i7,0,1000,Intel
Lenovo,Notebook,4,Chrome OS,0.371563556432483,459.9,0,0,4.769213458617152,Other Intel Processor,0,0,Intel
HP,Notebook,8,Windows 10,0.6678293725756554,980.0,0,0,5.058475878342969,Intel Core i5,0,256,Intel
Acer,Notebook,4,Windows 10,0.3364722366212129,485.0,0,0,4.905972395732541,Other Intel Processor,0,0,Intel
HP,Notebook,8,Windows 10,0.3920420877760237,1292.0,0,0,5.058475878342969,Intel Core i7,0,256,Intel
Lenovo,Notebook,4,Windows 10,1.0260415958332743,589.0,0,0,4.664505149660539,Intel Core i5,1000,0,Nvidia
Asus,Notebook,8,Windows 10,0.6931471805599453,1094.0,0,0,5.058475878342969,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows 10,0.7419373447293773,902.0,0,1,4.609706579589369,Intel Core i7,1000,0,Intel
Acer,Notebook,8,Windows 10,0.7884573603642703,659.0,0,0,4.609706579589369,AMD Processor,0,256,AMD
Lenovo,Notebook,4,Windows 10,0.36464311358790924,292.0,0,0,4.717920164229602,Other Intel Processor,0,0,Intel
Acer,Notebook,6,Windows 10,0.8020015854720274,549.0,0,0,4.609706579589369,Intel Core i5,1000,0,Intel
Asus,Ultrabook,8,Windows 10,0.5306282510621704,1049.9,0,0,4.950262293702735,Intel Core i7,0,256,Nvidia
HP,Ultrabook,8,Windows 10,0.23111172096338664,1335.0,0,0,5.171804563649971,Intel Core i7,0,256,Intel
Dell,Notebook,32,Windows 10,0.7227059828014898,2639.0,1,0,5.643409474262681,Intel Core i7,0,1000,Nvidia
MSI,Gaming,8,Windows 10,0.9932517730102834,1199.0,0,0,4.846826706454493,Intel Core i7,1000,256,Nvidia
Toshiba,Notebook,8,Windows 10,0.6931471805599453,943.0,0,1,4.950262293702735,Intel Core i5,0,256,Intel
Asus,Notebook,8,Windows 10,0.6931471805599453,1334.0,0,0,5.058475878342969,Intel Core i7,1000,256,Intel
Lenovo,Notebook,4,Windows 10,0.6151856390902335,449.0,0,0,4.950262293702735,Intel Core i3,1000,0,Intel
Asus,Gaming,8,Windows 10,0.9162907318741551,999.0,0,0,4.950262293702735,Intel Core i7,0,256,Nvidia
HP,Notebook,8,Windows 10,0.3920420877760237,1268.0,0,0,5.058475878342969,Intel Core i5,0,256,Intel
Dell,Ultrabook,8,Windows 10,0.6418538861723947,1049.0,0,1,4.950262293702735,Intel Core i5,1000,128,Nvidia
HP,Notebook,8,Windows 10,0.6097655716208943,1144.0,0,0,4.950262293702735,Intel Core i5,0,256,Intel
Asus,Notebook,4,Linux,0.6931471805599453,274.99,0,0,4.609706579589369,Other Intel Processor,1000,0,Intel
Dell,Notebook,8,Windows 10,0.6931471805599453,1142.75,0,0,4.950262293702735,Intel Core i5,0,256,Nvidia
Dell,Notebook,4,Linux,0.7884573603642703,274.9,0,0,4.609706579589369,Other Intel Processor,500,0,Intel
Lenovo,Notebook,12,Windows 10,0.7884573603642703,899.0,0,0,4.950262293702735,AMD Processor,2000,0,AMD
HP,Notebook,8,Windows 10,0.7419373447293773,716.0,0,1,4.950262293702735,Intel Core i3,1000,0,Nvidia
Lenovo,2 in 1 Convertible,16,Windows 10,0.3364722366212129,2099.0,1,1,5.758791548381526,Intel Core i7,0,512,Intel
Dell,Ultrabook,8,Windows 10,0.1823215567939546,1579.0,0,0,5.109769172730519,Intel Core i7,0,256,Intel
Lenovo,Gaming,16,Windows 10,0.8754687373538999,1129.0,0,1,4.950262293702735,Intel Core i7,2000,256,Nvidia
HP,Notebook,2,Windows 10,0.36464311358790924,279.0,0,0,4.717920164229602,Other Intel Processor,0,0,Intel
Dell,Ultrabook,16,Windows 10,0.6312717768418578,1607.96,0,0,4.950262293702735,Intel Core i7,0,768,Intel
Asus,2 in 1 Convertible,4,Windows 10,0.4054651081081644,375.0,1,0,4.905972395732541,Other Intel Processor,0,0,Intel
Dell,Ultrabook,8,Windows 10,0.6418538861723947,663.0,0,0,4.950262293702735,Intel Core i5,1000,0,AMD
Dell,Notebook,16,Windows 10,0.7227059828014898,2027.42,1,0,5.643409474262681,Intel Core i7,0,512,Nvidia
HP,Notebook,8,Windows 10,0.6097655716208943,1304.0,0,0,4.950262293702735,Intel Core i7,0,256,Intel
MSI,Gaming,8,Windows 10,0.9932517730102834,1409.0,0,0,4.846826706454493,Intel Core i7,1000,128,Nvidia
HP,Workstation,8,Windows 10,0.9555114450274363,1738.27,0,0,4.950262293702735,Intel Core i7,0,256,Nvidia
Toshiba,Notebook,16,Windows 10,0.8754687373538999,1403.0,0,1,4.950262293702735,Intel Core i7,0,512,Nvidia
Dell,Notebook,8,Windows 10,0.7030975114131134,970.9,0,0,4.950262293702735,Intel Core i7,2000,128,AMD
Lenovo,Notebook,4,No OS,0.7884573603642703,321.99,0,0,4.609706579589369,Other Intel Processor,1000,0,Intel
Dell,Gaming,8,Windows 10,0.9745596399981308,999.0,0,0,4.950262293702735,Intel Core i5,1000,0,Nvidia
Dell,Notebook,8,Windows 10,0.8586616190375187,557.37,1,0,4.609706579589369,Intel Core i5,2000,0,Intel
Dell,Notebook,8,Windows 10,0.3074846997479607,1427.0,0,0,5.058475878342969,Intel Core i5,0,256,Intel
HP,Notebook,4,Windows 10,0.62057648772511,439.0,0,0,4.609706579589369,Intel Core i3,500,0,Intel
Asus,Notebook,8,Windows 10,0.6931471805599453,945.0,0,0,5.058475878342969,Intel Core i5,0,256,Intel
Lenovo,Notebook,6,Windows 10,1.0296194171811581,719.0,0,0,4.664505149660539,Intel Core i5,1000,128,Nvidia
HP,Notebook,8,Windows 10,0.62057648772511,639.0,0,0,4.950262293702735,Intel Core i5,1000,0,Intel
Lenovo,Notebook,8,No OS,0.7884573603642703,499.0,0,0,4.609706579589369,Intel Core i3,0,256,Nvidia
HP,Notebook,8,Windows 10,0.712949807856125,389.0,0,0,4.609706579589369,Other Intel Processor,2000,0,Intel
Dell,Notebook,8,Windows 10,1.0296194171811581,1085.0,0,0,4.846826706454493,Intel Core i5,1000,128,AMD
Lenovo,Gaming,8,No OS,0.8754687373538999,809.0,0,1,4.950262293702735,Intel Core i5,1000,128,Nvidia
Dell,Notebook,8,Windows 10,0.8458682675776092,899.0,0,0,4.950262293702735,Intel Core i7,0,256,AMD
HP,Ultrabook,8,Windows 10,0.3074846997479607,1750.0,0,1,5.058475878342969,Intel Core i7,0,256,Intel
Asus,2 in 1 Convertible,12,Windows 10,0.8153648132841944,1099.0,1,0,4.950262293702735,Intel Core i7,2000,512,Nvidia
Acer,Notebook,4,Windows 10,0.7419373447293773,426.0,0,0,4.609706579589369,AMD Processor,0,128,AMD
Asus,Gaming,16,Windows 10,1.1786549963416462,2199.0,0,1,4.846826706454493,AMD Processor,1000,256,AMD
Lenovo,Notebook,4,Windows 10,0.9555114450274363,489.0,0,0,4.664505149660539,AMD Processor,0,128,AMD
Dell,2 in 1 Convertible,8,Windows 10,0.4824261492442928,869.01,1,0,5.109769172730519,Intel Core i7,0,256,Intel
HP,Notebook,4,Windows 10,0.6471032420585384,488.99,0,0,4.950262293702735,AMD Processor,0,256,AMD
Lenovo,Netbook,4,Windows 10,0.4637340162321402,553.0,0,1,4.905972395732541,Other Intel Processor,0,128,Intel
Dell,Notebook,4,Windows 10,0.5877866649021191,309.0,0,0,4.609706579589369,Other Intel Processor,500,0,Intel
Asus,Notebook,4,Windows 10,0.4054651081081644,286.0,0,0,4.717920164229602,Other Intel Processor,0,0,Intel
Acer,Notebook,8,Linux,0.8754687373538999,846.0,0,0,4.950262293702735,Intel Core i7,1000,0,Nvidia
HP,Gaming,8,Windows 10,1.208960345836975,1191.0,0,1,4.846826706454493,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,4,No OS,0.6151856390902335,403.5,0,0,4.950262293702735,Intel Core i3,0,128,Intel
Asus,Gaming,8,Windows 10,0.8329091229351039,1655.0,0,1,4.950262293702735,Intel Core i7,1000,128,Nvidia
Lenovo,Notebook,8,Windows 10,0.4054651081081644,1099.0,0,1,5.058475878342969,Intel Core i5,0,256,Nvidia
Asus,Ultrabook,16,Windows 10,0.09531017980432493,1748.9,1,0,5.109769172730519,Intel Core i7,0,512,Intel
Lenovo,Ultrabook,8,Windows 10,0.12221763272424911,2282.0,0,1,5.346157950794749,Intel Core i7,0,512,Intel
Lenovo,Notebook,4,Windows 10,0.4054651081081644,549.0,0,1,5.109769172730519,Intel Core i3,0,128,Intel
Dell,Workstation,8,Windows 10,0.8020015854720274,1369.0,0,0,4.950262293702735,Intel Core i5,500,0,AMD
Dell,Workstation,8,Windows 10,0.6931471805599453,2135.0,0,1,4.950262293702735,Intel Core i7,0,256,Nvidia
Lenovo,2 in 1 Convertible,16,Windows 10,0.35065687161316933,2509.0,1,0,5.346157950794749,Intel Core i7,0,512,Intel
Asus,Gaming,8,Windows 10,1.0986122886681098,1039.0,0,0,4.846826706454493,Intel Core i7,1000,0,Nvidia
Asus,Gaming,16,Windows 10,1.0986122886681098,1591.0,0,0,4.846826706454493,Intel Core i7,1000,256,Nvidia
Acer,Notebook,12,Windows 10,0.7884573603642703,693.99,0,1,4.609706579589369,Intel Core i5,1000,0,Nvidia
MSI,Gaming,8,Windows 10,0.9932517730102834,1349.0,0,0,4.846826706454493,Intel Core i7,0,256,Nvidia
Dell,Notebook,8,Linux,0.8458682675776092,778.87,0,0,4.950262293702735,Intel Core i7,0,256,AMD
HP,Ultrabook,4,Windows 10,0.6471032420585384,499.0,0,0,4.950262293702735,AMD Processor,0,256,AMD
Lenovo,Notebook,8,Windows 10,0.7419373447293773,1229.56,0,1,4.950262293702735,Intel Core i7,0,256,AMD
Lenovo,Notebook,8,Windows 10,0.6418538861723947,938.0,0,1,5.058475878342969,Intel Core i5,0,256,Intel
Dell,Workstation,8,Windows 10,0.5766133643039938,2712.0,1,0,5.643409474262681,Intel Core i7,0,256,Nvidia
Lenovo,Ultrabook,16,Windows 10,0.12221763272424911,2625.0,0,1,5.346157950794749,Intel Core i7,0,1000,Intel
Lenovo,Notebook,4,Windows 10,0.7884573603642703,306.0,0,0,4.609706579589369,Other Intel Processor,1000,0,Intel
Asus,Gaming,16,Windows 10,1.0647107369924282,1529.0,0,0,4.846826706454493,Intel Core i7,1000,256,Nvidia
Lenovo,Notebook,8,Windows 10,0.7419373447293773,1144.5,0,1,4.950262293702735,Intel Core i5,1000,256,AMD
Acer,Notebook,8,Linux,0.9162907318741551,879.0,0,0,4.950262293702735,Intel Core i7,0,256,Nvidia
MSI,Gaming,16,Windows 10,1.0296194171811581,2249.0,0,0,4.846826706454493,Intel Core i7,1000,256,Nvidia
Asus,Ultrabook,8,Windows 10,0.09531017980432493,1873.0,0,0,5.058475878342969,Intel Core i7,0,512,Intel
Toshiba,Ultrabook,16,Windows 10,0.1823215567939546,1747.0,0,0,5.109769172730519,Intel Core i7,0,512,Intel
Dell,Ultrabook,8,Windows 10,0.3074846997479607,1680.0,0,0,5.058475878342969,Intel Core i7,0,512,Intel
Lenovo,Notebook,4,Windows 10,0.7884573603642703,409.0,0,0,4.950262293702735,Intel Core i3,500,0,Intel
Lenovo,Notebook,2,Windows 10,0.13976194237515863,304.45,0,0,4.905972395732541,Other Intel Processor,0,0,Intel
Lenovo,Workstation,8,Windows 10,0.9820784724121582,1925.0,0,0,4.950262293702735,Intel Core i7,0,512,Nvidia
Lenovo,Ultrabook,8,Windows 10,0.5306282510621704,1943.0,0,1,5.346157950794749,Intel Core i7,0,512,Nvidia
HP,Notebook,4,Windows 10,0.7419373447293773,469.0,0,0,4.950262293702735,Intel Core i3,1000,0,AMD
Acer,2 in 1 Convertible,8,Windows 10,0.47000362924573563,789.01,1,1,5.109769172730519,Intel Core i7,0,256,Intel
Asus,2 in 1 Convertible,8,Windows 10,0.23901690047049992,928.0,1,1,5.109769172730519,Intel Core i5,0,256,Intel
Dell,Notebook,4,Linux,0.8329091229351039,598.9,0,0,4.950262293702735,Intel Core i5,0,256,AMD
Dell,Notebook,4,Windows 10,0.5007752879124892,689.0,0,0,4.769213458617152,Intel Core i3,0,128,Intel
HP,Ultrabook,8,Windows 10,0.3576744442718159,1500.0,0,0,5.058475878342969,Intel Core i7,0,256,Intel
Dell,Notebook,8,Windows 10,0.7608058290337602,539.95,0,0,4.609706579589369,Intel Core i5,1000,0,Intel
Lenovo,Ultrabook,8,Windows 10,0.5596157879354227,1215.38,0,1,5.058475878342969,Intel Core i7,0,256,AMD
Lenovo,2 in 1 Convertible,16,Windows 10,0.6931471805599453,1899.0,1,1,5.643409474262681,Intel Core i7,0,512,Nvidia
HP,Notebook,8,Windows 10,0.8372475245337022,1427.0,0,0,4.950262293702735,Intel Core i7,0,256,Intel
Asus,Notebook,8,Linux,0.8329091229351039,597.0,0,0,4.950262293702735,Intel Core i3,1000,0,Nvidia
Dell,Gaming,16,Windows 10,1.4861396960896067,2799.0,0,1,5.134508778906275,Intel Core i7,1000,256,Nvidia
Dell,Gaming,8,Windows 10,0.9631743177730056,1159.0,0,1,4.950262293702735,Intel Core i7,1000,128,Nvidia
Dell,Notebook,8,Windows 10,0.7030975114131134,1142.4,0,0,4.950262293702735,Intel Core i7,2000,256,AMD
Dell,Ultrabook,8,Linux,0.47000362924573563,1099.0,0,0,5.058475878342969,Intel Core i7,0,256,Intel
HP,Gaming,12,Windows 10,1.208960345836975,1999.0,0,0,4.846826706454493,Intel Core i7,1000,256,Nvidia
Mediacom,2 in 1 Convertible,4,Windows 10,0.14842000511827322,299.0,1,1,5.246528109845908,Other Intel Processor,0,32,Intel
Samsung,Netbook,4,Chrome OS,0.13976194237515863,269.0,0,0,4.905972395732541,Other Intel Processor,0,0,Intel
Lenovo,Notebook,8,Windows 10,0.3364722366212129,1010.0,0,1,5.109769172730519,Intel Core i7,0,256,Intel
Lenovo,Notebook,4,Windows 10,0.5306282510621704,599.0,0,1,5.058475878342969,Intel Core i3,0,128,Intel
Lenovo,Workstation,16,Windows 10,0.8329091229351039,2445.0,0,1,5.643409474262681,Intel Core i7,0,512,Nvidia
Lenovo,Notebook,16,Windows 10,0.9162907318741551,2449.0,0,0,4.950262293702735,Intel Core i7,0,512,Nvidia
Asus,Gaming,8,Windows 10,1.1631508098056809,1695.0,0,0,4.846826706454493,AMD Processor,1000,256,AMD
HP,Notebook,4,Windows 10,0.7419373447293773,347.0,0,0,4.609706579589369,Other Intel Processor,500,0,Intel
Lenovo,Ultrabook,24,Windows 10,0.27763173659827955,2382.0,0,0,5.346157950794749,Intel Core i7,0,512,Intel
Asus,Notebook,4,Linux,0.6931471805599453,559.0,0,0,4.950262293702735,Intel Core i5,0,256,Intel
Lenovo,Notebook,8,Windows 10,1.0296194171811581,519.0,0,0,4.664505149660539,AMD Processor,1000,0,AMD
Dell,Notebook,4,Windows 10,0.7884573603642703,749.0,0,0,4.950262293702735,Intel Core i5,0,256,AMD
Lenovo,Ultrabook,8,Windows 10,0.3074846997479607,1429.0,0,1,5.171804563649971,Intel Core i5,0,256,Intel
Lenovo,Notebook,4,Windows 10,0.7884573603642703,349.0,0,0,4.950262293702735,Other Intel Processor,0,128,Intel
HP,Gaming,8,Windows 10,0.7884573603642703,1099.0,0,1,4.950262293702735,Intel Core i7,1000,128,Nvidia
Dell,Notebook,8,Windows 10,0.494696241836107,1179.0,0,0,5.058475878342969,Intel Core i5,0,256,Nvidia
Acer,Notebook,4,Linux,0.8754687373538999,441.8,0,0,4.609706579589369,Intel Core i5,500,0,Intel
Dell,Workstation,8,Windows 10,0.8020015854720274,1993.0,0,0,4.950262293702735,Other Intel Processor,1000,0,Nvidia
MSI,Gaming,8,Windows 10,0.7884573603642703,1027.74,0,0,4.950262293702735,Intel Core i5,0,256,Nvidia
Microsoft,Ultrabook,16,Windows 10 S,0.22314355131420976,2589.0,1,0,5.302521317236224,Intel Core i7,0,512,Intel
HP,Notebook,8,Windows 10,0.6471032420585384,589.0,0,0,4.609706579589369,Intel Core i5,0,128,Intel
Dell,Workstation,16,Windows 10,0.7747271675523681,1975.0,0,1,4.950262293702735,Intel Core i7,0,256,Nvidia
HP,Workstation,8,Windows 10,0.8372475245337022,1534.0,0,1,4.950262293702735,Intel Core i7,0,512,Intel
Lenovo,Notebook,8,Windows 10,0.5007752879124892,1345.0,0,0,5.058475878342969,Intel Core i5,0,256,Intel
Dell,Notebook,8,Windows 10,0.8586616190375187,979.0,0,0,4.950262293702735,Intel Core i7,1000,128,AMD
Dell,2 in 1 Convertible,4,Windows 10,0.3852624007906449,479.0,1,0,4.905972395732541,Other Intel Processor,500,0,Intel
Dell,Notebook,8,Windows 10,1.4861396960896067,2046.0,0,1,4.846826706454493,Intel Core i7,1000,0,Nvidia
Microsoft,Ultrabook,4,Windows 10 S,0.22474227267790678,989.0,1,0,5.302521317236224,Other Intel Processor,0,128,Intel
Microsoft,Ultrabook,8,Windows 10 S,0.22314355131420976,1799.0,1,0,5.302521317236224,Intel Core i7,0,256,Intel
HP,Notebook,8,Windows 10,0.9162907318741551,639.9,0,0,4.664505149660539,Intel Core i3,0,256,Intel
Acer,Notebook,4,Windows 10,0.8020015854720274,544.0,0,0,4.950262293702735,Intel Core i3,1000,0,Nvidia
Acer,Netbook,4,Windows 10,0.3364722366212129,435.0,0,0,4.905972395732541,Other Intel Processor,0,128,Intel
Asus,Notebook,8,Windows 10,0.8628899551470398,749.0,0,0,4.950262293702735,Intel Core i5,1000,0,Intel
Lenovo,Notebook,8,No OS,0.4054651081081644,799.0,0,1,5.058475878342969,Intel Core i7,0,512,AMD
